UNITID,ROOM,APPLFEEU,ASSOC1,SPORT1,SPORT2,SPORT3,SPORT4,STUFACR
161800,2,0,-2,-2,-2,-2,-2,20
161855,2,0,-2,-2,-2,-2,-2,25
161864,2,0,0,2,2,2,2,16
161873,2,35,0,2,2,2,2,12
162007,1,40,1,1,1,2,1,17
162061,1,25,0,2,2,2,2,12
162104,2,0,0,2,2,2,2,12
162122,2,0,0,2,2,2,2,17
162168,2,0,0,2,2,2,2,15
162210,1,25,0,2,1,2,1,8
162283,1,50,1,1,1,1,1,13
162335,2,150,-2,-2,-2,-2,-2,16
162371,2,25,-2,-2,-2,-2,-2,15
162557,2,0,0,2,2,2,2,17
162584,1,45,1,1,1,1,1,15
162609,1,0,0,2,2,2,2,15
162654,1,55,1,2,1,2,1,11
162690,2,0,0,2,2,2,2,17
162706,2,0,0,2,2,2,2,18
162760,1,0,1,2,1,1,1,10
162779,2,25,0,2,2,2,2,14
162830,2,25,-2,-2,-2,-2,-2,15
162928,1,70,1,1,1,1,1,6
163028,2,0,0,2,2,2,2,19
163046,1,60,1,2,1,2,1,12
163204,2,50,0,2,2,2,2,19
163259,1,50,0,2,2,2,2,7
163268,1,75,1,2,1,1,1,17
163286,1,75,1,1,1,1,1,18
163295,1,70,0,2,2,2,2,9
163338,1,35,1,2,1,1,1,11
163347,2,100,-2,-2,-2,-2,-2,41
163408,2,0,-2,-2,-2,-2,-2,20
163426,2,25,0,2,2,2,2,17
163453,1,35,1,1,1,2,1,13
163462,1,45,1,2,1,1,1,12
163532,1,100,0,2,2,2,2,18
163541,2,0,-2,-2,-2,-2,-2,25
163578,1,0,1,2,1,2,2,7
163657,2,25,0,2,2,2,2,17
163754,2,100,-2,-2,-2,-2,-2,9
163815,2,0,-2,-2,-2,-2,-2,25
163851,1,50,1,1,1,1,1,15
163912,1,50,1,2,1,1,1,9
163976,1,0,0,2,2,2,2,8
164076,1,45,1,1,1,1,1,16
164085,2,,0,2,2,2,2,
164146,-2,,-2,-2,-2,-2,-2,
164155,1,0,1,1,1,1,1,8
164173,1,40,1,1,1,1,1,15
164216,1,0,1,2,1,1,2,10
164270,1,0,1,1,1,1,1,12
164313,2,0,0,2,2,2,2,15
164368,1,75,0,2,2,2,2,14
164447,1,0,1,1,1,1,1,18
164465,1,60,1,1,1,1,1,7
164492,1,25,1,1,1,1,1,12
164535,2,0,-2,-2,-2,-2,-2,10
164562,1,50,1,1,1,1,1,12
164580,1,75,1,2,1,1,1,14
164599,2,50,-2,-2,-2,-2,-2,5
164614,1,50,0,2,2,2,2,6
164632,1,25,1,2,1,2,1,12
164641,1,50,0,2,2,2,2,11
164720,1,0,1,1,1,1,2,12
164739,1,75,1,1,1,1,1,11
164748,1,150,0,2,2,2,2,10
164775,2,0,0,2,2,2,2,10
164845,2,100,-2,-2,-2,-2,-2,16
164872,1,50,0,2,2,2,2,5
164915,2,,0,2,2,2,2,
164924,1,80,1,1,1,1,1,13
164988,1,80,1,2,1,2,1,10
165015,1,80,1,2,1,1,1,10
165024,1,50,1,1,1,1,1,19
165033,2,10,0,2,2,2,2,16
165060,2,55,-2,2,2,2,2,18
165112,2,0,0,2,2,2,2,22
165167,2,50,0,2,2,2,2,11
165194,2,0,0,2,2,2,2,11
165255,2,0,-2,-2,-2,-2,-2,12
165264,2,25,0,2,2,2,2,9
165334,1,60,1,2,1,1,1,11
165495,2,,0,2,2,2,2,
165529,1,50,1,1,1,1,1,12
165556,2,0,-2,-2,-2,-2,-2,29
165574,1,0,1,1,1,1,1,17
165608,2,25,-2,-2,-2,-2,-2,8
165635,2,50,-2,2,2,2,2,32
165644,1,0,1,2,1,1,1,10
165662,1,65,1,2,1,1,1,15
165671,1,60,1,2,1,2,1,13
165699,1,50,1,1,1,1,1,11
165750,2,50,-2,-2,-2,-2,-2,10
165802,1,50,0,2,1,1,1,14
165820,1,50,1,1,1,1,1,13
165866,1,50,1,1,1,1,1,13
165884,2,25,0,2,2,2,2,10
165936,1,50,1,2,1,1,1,11
165945,1,,0,2,2,2,2,
165981,2,0,0,2,2,2,2,12
166018,1,0,0,2,2,2,2,13
166027,1,75,1,1,1,1,1,6
166045,2,50,0,2,2,2,2,1
166054,1,0,0,2,2,2,2,8
166124,1,60,1,1,1,1,1,10
166133,2,0,0,2,2,2,2,14
166391,1,0,1,2,1,1,1,13
166407,2,50,0,2,2,2,2,6
166452,1,0,1,2,1,1,1,10
166489,2,100,0,2,2,2,2,4
166498,2,100,-2,-2,-2,-2,-2,15
166513,1,60,1,2,1,1,1,17
166629,1,80,1,1,1,1,1,17
166638,1,60,1,2,1,1,1,16
166647,2,0,0,2,2,2,2,14
166656,1,0,0,2,2,2,2,15
166665,-2,,-2,-2,-2,-2,-2,
166674,1,70,0,2,2,2,2,10
166683,1,75,1,1,1,1,1,3
166692,1,50,1,1,2,1,1,15
166708,2,,0,2,2,2,2,
166717,2,0,0,2,2,2,2,7
166805,2,0,-2,-2,-2,-2,-2,9
166823,2,0,0,2,2,2,2,17
166850,1,0,1,1,1,1,1,15
166869,2,100,0,2,2,2,2,10
166887,2,0,0,2,2,2,2,18
166911,1,50,0,2,2,2,2,12
166939,1,60,1,2,1,2,1,9
166957,2,0,0,2,2,2,2,9
167039,2,50,-2,-2,-2,-2,-2,8
167057,1,125,0,2,2,2,2,4
167093,2,,0,2,2,2,2,
167215,2,,0,2,2,2,2,
167224,2,25,-2,-2,-2,-2,-2,
167260,1,0,1,1,1,1,1,16
167288,1,0,1,2,1,1,1,11
167297,2,0,-2,2,2,2,2,10
167312,2,0,0,2,2,2,2,13
167358,1,75,1,2,1,1,1,14
167376,2,0,0,2,2,2,2,20
167394,1,0,1,2,1,1,1,11
167455,1,25,1,2,1,1,1,12
167464,1,,0,2,2,2,2,
167525,2,30,0,2,2,2,2,20
167534,2,20,0,2,2,2,2,15
167598,1,50,1,2,1,2,1,9
167631,2,50,0,2,2,2,2,15
167677,1,0,0,2,2,2,2,5
167729,1,50,1,2,1,1,2,13
167783,1,55,1,2,1,2,1,8
167792,1,0,0,2,2,2,2,6
167835,1,0,1,2,1,2,1,8
167871,2,80,-2,-2,-2,-2,-2,6
167899,1,50,1,1,1,1,1,11
167905,2,0,0,2,2,2,2,14
167987,1,60,1,1,1,1,1,16
167996,1,60,1,1,1,1,1,11
168005,1,50,1,2,1,1,1,15
168032,2,50,-2,-2,-2,-2,-2,14
168148,1,75,1,1,1,1,1,9
168218,1,0,1,2,1,2,1,8
168227,1,50,1,2,1,1,1,18
168254,1,40,1,1,1,1,1,13
168263,1,50,1,1,1,1,1,15
168281,1,60,1,2,1,1,1,11
168342,1,65,1,1,1,1,1,6
168421,1,65,1,1,1,1,1,14
168430,1,50,1,1,1,1,1,17
168528,1,0,1,1,1,1,1,13
168546,1,0,1,1,1,1,1,11
168555,2,100,-2,-2,-2,-2,-2,8
168573,2,,-2,-2,-2,-2,-2,25
168591,1,0,1,1,1,1,1,12
168607,1,0,0,2,2,2,2,14
168740,1,30,0,2,2,2,2,10
168786,1,0,0,2,1,1,1,10
168847,1,30,0,2,2,2,2,7
168883,1,0,0,2,2,2,2,16
168892,2,0,-2,-2,-2,-2,-2,12
169080,1,35,1,2,1,1,1,12
169099,1,,0,2,2,2,2,
169187,2,0,-2,2,2,2,2,6
169220,2,,0,2,2,2,2,
169248,1,40,1,1,1,1,1,19
169275,2,0,0,2,2,2,2,12
169284,2,125,-2,-2,-2,-2,-2,17
169327,1,35,0,2,2,1,1,18
169363,1,0,0,1,1,1,1,11
169424,1,,0,2,2,2,2,
169442,1,0,0,2,2,2,2,10
169479,1,25,1,1,1,1,1,13
169503,2,0,-2,-2,-2,-2,-2,20
169521,2,0,0,2,2,2,2,16
169576,2,100,-2,-2,-2,-2,-2,16
169628,2,,0,2,2,2,2,
169655,2,25,0,2,2,2,2,15
169716,1,0,1,2,1,2,1,11
169734,2,0,-2,-2,-2,-2,-2,16
169761,2,0,-2,-2,-2,-2,-2,39
169798,1,35,1,1,1,1,1,14
169813,2,25,-2,-2,-2,-2,-2,14
169910,1,0,1,1,1,2,1,16
169947,2,20,-2,2,2,2,2,12
169974,1,0,0,2,2,2,2,21
169983,1,0,0,2,2,2,2,14
169992,1,0,0,2,2,2,2,12
170000,1,0,0,2,2,2,2,19
170037,1,0,0,2,1,1,1,15
170055,2,0,0,2,2,2,2,19
170082,1,30,1,1,1,1,1,16
170091,1,30,0,2,2,2,2,9
170240,2,0,0,2,2,2,2,21
170286,1,35,1,1,1,1,1,9
170301,1,35,1,1,1,1,1,11
170444,1,0,0,2,2,2,2,19
170532,1,0,1,1,1,1,1,13
170541,2,0,0,2,2,2,2,15
170550,2,0,0,2,2,2,2,11
170587,2,0,0,2,2,2,2,16
170611,2,0,-2,-2,-2,-2,-2,16
170620,1,0,0,2,2,2,2,15
170639,1,0,1,2,1,2,1,14
170657,2,0,0,2,2,2,2,10
170675,1,30,0,1,1,1,1,11
170736,2,0,-2,-2,-2,-2,-2,20
170790,2,0,0,2,2,2,2,25
170806,1,0,0,2,1,1,1,13
170842,2,,0,2,2,2,2,
170967,1,0,0,2,1,1,1,11
170976,1,75,1,1,1,1,1,11
171012,2,0,-2,2,2,2,2,36
171100,1,65,1,1,1,1,1,16
171128,1,0,1,1,1,2,1,12
171137,2,0,0,2,1,1,1,16
171146,1,0,0,2,2,2,2,14
171155,2,0,0,2,2,2,2,27
171225,2,0,0,2,2,2,2,13
171234,2,0,0,2,2,2,2,13
171304,2,0,0,2,2,2,2,19
171395,1,0,0,2,2,2,2,17
171456,1,35,1,1,1,2,1,20
171483,1,0,0,2,2,2,2,15
171492,1,30,1,1,1,1,1,9
171535,2,0,0,2,2,2,2,20
171571,1,0,1,2,1,1,1,19
171599,1,25,1,1,1,1,1,17
171775,2,100,-2,-2,-2,-2,-2,11
171881,1,0,0,2,2,2,2,11
171988,2,0,-2,-2,-2,-2,-2,12
171997,2,0,-2,-2,-2,-2,-2,18
172015,2,0,-2,-2,-2,-2,-2,18
172033,1,30,0,2,2,2,2,8
172051,1,30,1,1,1,1,1,17
172200,2,0,0,2,2,2,2,20
172264,1,0,0,1,1,1,1,12
172291,1,0,0,2,2,2,2,18
172307,1,0,0,2,2,2,2,16
172325,2,50,-2,-2,-2,-2,-2,10
172334,1,30,0,2,1,1,1,11
172422,1,0,-2,-2,-2,-2,-2,9
172440,1,0,1,1,1,1,2,10
172477,2,,0,2,2,2,2,
172495,2,150,-2,-2,-2,-2,-2,12
172608,2,35,0,2,2,2,2,11
172617,2,0,0,2,2,2,2,18
172635,2,0,0,2,2,2,2,26
172644,1,25,1,1,1,1,1,14
172671,2,0,0,2,2,2,2,13
172680,2,100,-2,-2,-2,-2,-2,12
172699,1,40,1,1,1,1,1,16
172705,1,,0,2,2,2,2,
172802,2,100,-2,-2,-2,-2,-2,7
172866,2,40,0,2,2,2,2,9
172918,2,20,0,2,2,2,2,22
172927,2,50,-2,-2,-2,-2,-2,8
172954,2,0,0,2,2,2,2,18
172963,2,0,0,2,2,2,2,31
173045,1,0,1,1,1,1,1,12
173063,1,0,0,2,2,2,2,23
173115,2,20,0,2,2,2,2,20
173124,1,20,1,1,1,1,1,20
173142,1,0,1,2,1,1,1,12
173160,1,0,1,1,1,1,1,11
173203,2,0,0,2,2,2,2,18
173258,1,0,1,1,1,1,1,9
173300,1,0,1,1,1,1,1,11
173328,1,0,1,1,1,1,1,18
173416,2,20,0,2,2,2,2,21
173452,1,35,1,1,1,1,1,12
173461,2,20,0,2,2,2,2,20
173470,2,100,-2,-2,-2,-2,-2,12
173559,1,20,0,2,2,2,2,23
173638,1,20,0,2,2,2,2,20
173647,1,0,1,1,1,1,1,11
173665,1,0,1,1,1,1,1,13
173683,2,,0,2,2,2,2,
173708,2,20,0,2,2,2,2,20
173735,1,20,0,2,2,2,2,15
173744,2,100,-2,-2,-2,-2,-2,16
173799,2,20,0,2,2,2,2,22
173805,1,20,0,2,2,2,2,20
173896,1,,0,2,2,2,2,
173902,1,40,1,1,1,1,1,10
173911,2,0,0,2,2,2,2,17
173920,1,20,1,1,1,1,1,22
173957,2,50,0,2,2,2,2,7
173993,2,20,0,2,2,2,2,20
174020,2,0,0,2,2,2,2,15
174066,1,55,1,1,1,1,1,17
174075,1,35,1,1,1,1,1,16
174118,2,50,0,2,2,2,2,
174127,1,50,0,2,2,2,2,10
174136,2,20,0,2,2,2,2,24
174154,2,0,0,2,2,2,2,12
174190,2,0,-2,-2,-2,-2,-2,11
174233,1,40,1,1,1,1,1,17
174251,1,25,1,1,1,1,1,11
174321,1,50,-2,-2,-2,-2,-2,16
174358,1,20,1,1,1,2,1,19
174376,2,20,0,2,2,2,2,24
174428,2,20,0,2,2,2,2,27
174437,1,25,1,2,1,1,1,16
174473,2,,0,2,2,2,2,18
174491,1,25,1,1,1,1,1,17
174507,2,50,0,2,2,2,2,8
174525,1,0,0,2,2,2,2,8
174570,2,0,0,2,2,2,2,27
174604,1,20,0,2,2,2,2,18
174738,2,0,0,2,2,2,2,22
174747,1,0,1,2,1,2,1,11
174756,2,20,0,2,2,2,2,23
174783,1,20,1,1,1,1,1,20
174792,1,0,1,1,1,1,1,11
174817,1,25,1,2,1,1,1,18
174844,1,0,1,1,1,1,1,12
174862,1,25,1,1,1,1,1,15
174899,1,0,1,1,1,1,1,14
174914,1,0,1,1,1,1,1,14
174978,2,125,-2,-2,-2,-2,-2,16
175005,1,0,1,2,1,2,1,12
175014,2,0,0,2,2,2,2,17
175041,2,0,0,2,2,2,2,24
175078,1,20,1,1,1,1,1,16
175120,2,0,-2,-2,-2,-2,-2,20
175139,1,,0,2,2,2,2,
175157,1,20,0,2,2,2,2,20
175227,1,50,0,2,2,2,2,11
175236,2,0,0,2,2,2,2,20
175263,2,20,0,2,2,2,2,20
175272,1,20,1,1,1,1,1,19
175281,2,,0,2,2,2,2,
175315,2,20,0,2,2,2,2,24
175342,1,0,1,1,1,1,1,16
175421,1,25,1,1,1,1,1,8
175430,1,0,0,2,1,1,1,16
175494,2,35,-2,-2,-2,-2,-2,16
175519,1,0,0,2,2,2,2,17
175528,2,0,0,2,2,2,2,
175573,1,0,0,2,2,2,2,20
175607,2,50,-2,2,2,2,2,11
175616,1,25,1,1,1,1,1,13
175643,1,0,0,2,2,2,2,19
175652,1,0,0,2,2,2,2,21
175698,2,100,-2,-2,-2,-2,-2,10
175722,2,100,-2,-2,-2,-2,-2,15
175786,1,0,0,2,2,2,2,18
175810,1,0,0,2,2,2,2,17
175829,1,0,0,2,2,2,2,19
175856,1,0,1,1,1,1,1,14
175883,1,0,0,2,2,2,2,26
175935,1,0,0,2,2,2,2,17
175980,1,0,1,1,1,1,1,9
175999,-2,,-2,-2,-2,-2,-2,
176008,1,0,0,2,2,2,2,18
176017,1,60,1,1,1,1,1,16
176035,1,0,1,2,2,2,2,14
176044,1,0,1,1,1,1,1,15
176053,1,25,1,1,1,1,1,14
176062,2,0,-2,-2,-2,-2,-2,27
176071,1,0,0,2,2,2,2,24
176080,1,40,1,1,1,1,1,17
176169,1,0,0,2,2,2,2,24
176178,1,0,0,2,2,2,2,22
176239,1,0,0,2,2,2,2,19
176318,1,10,0,2,1,1,1,12
176336,1,25,0,2,2,2,2,3
176354,1,0,0,2,2,2,2,23
176372,1,40,1,1,1,1,1,17
176390,2,0,-2,-2,-2,-2,-2,10
176406,1,25,0,2,1,1,1,9
176433,2,0,-2,-2,-2,-2,-2,11
176451,2,,0,2,2,2,2,
176479,1,40,0,2,1,1,1,15
176600,2,,0,2,2,2,2,
176628,1,0,0,1,1,1,1,12
176664,1,40,0,2,2,2,2,12
176716,2,0,-2,-2,-2,-2,-2,25
176770,2,50,0,2,2,2,2,11
176789,1,0,0,2,2,2,2,14
176798,2,20,-2,2,2,2,2,11
176910,1,0,0,2,2,2,2,11
176947,1,0,0,1,1,1,1,12
176965,1,30,1,1,1,1,1,17
176983,2,50,-2,-2,-2,-2,-2,3
177038,2,50,0,2,2,2,2,7
177065,1,0,0,2,1,1,1,23
177083,1,0,0,2,2,2,2,4
177092,1,,0,2,2,2,2,
177117,1,20,0,2,1,2,1,6
177126,1,,0,2,2,2,2,
177135,1,25,0,2,2,2,2,13
177144,1,0,0,1,1,1,1,14
177214,1,0,1,2,1,1,1,12
177250,2,0,0,2,2,2,2,15
177278,1,,0,2,2,2,2,
177287,2,0,-2,-2,-2,-2,-2,23
177302,2,0,0,2,2,2,2,15
177339,1,0,0,1,1,1,1,16
177418,1,0,1,2,1,1,1,10
177436,2,5,-2,-2,-2,-2,-2,11
177472,2,0,0,2,2,2,2,15
177542,1,25,0,2,1,1,1,9
177551,1,20,0,2,1,1,1,17
177588,2,,-2,-2,-2,-2,-2,25
177603,2,0,-2,-2,-2,-2,-2,10
177676,1,0,0,2,2,2,2,17
177685,2,100,-2,-2,-2,-2,-2,12
177719,2,0,0,2,2,2,2,10
177746,1,0,0,2,2,2,2,9
177816,1,,0,2,2,2,2,
177834,1,,0,2,2,2,2,
177870,2,50,-2,-2,-2,-2,-2,7
177931,2,45,-2,-2,-2,-2,-2,3
177940,1,0,1,1,1,1,1,15
177968,1,0,1,1,1,1,1,12
177977,1,0,0,2,2,2,2,14
177986,2,25,0,2,2,2,2,15
177995,2,0,0,2,2,2,2,13
178004,1,20,-2,2,2,2,2,9
178059,1,0,1,2,1,1,1,14
178077,2,0,-2,-2,-2,-2,-2,15
178110,2,25,0,2,2,2,2,
178183,2,0,0,2,2,2,2,7
178208,1,25,0,2,2,2,2,20
178217,1,15,0,2,2,2,2,20
178244,1,35,0,1,1,1,1,19
178341,1,25,1,1,1,1,1,17
178369,1,0,0,1,1,1,1,14
178387,1,0,1,1,1,1,1,16
178396,1,55,1,1,1,1,1,17
178402,1,45,1,2,1,2,1,16
178411,1,0,1,1,1,1,1,18
178420,1,35,1,2,1,1,1,19
178439,-2,,-2,-2,-2,-2,-2,
178448,1,0,0,2,2,2,2,23
178466,2,35,-2,2,2,2,2,5
178518,1,,0,2,2,2,2,
178527,2,50,-2,-2,-2,-2,-2,10
178615,1,0,1,1,1,1,1,15
178624,1,0,1,1,1,1,1,21
178679,1,0,0,2,2,2,2,18
178697,1,0,0,2,1,1,1,15
178721,1,35,0,2,1,1,1,15
178767,2,25,0,2,2,2,2,10
178828,2,25,-2,-2,-2,-2,-2,2
178891,1,95,0,2,2,2,2,11
178989,1,65,0,2,2,2,2,7
179043,1,0,1,2,1,1,1,14
179052,2,50,-2,2,2,2,2,6
179159,1,0,1,2,1,1,1,9
179195,2,0,-2,-2,-2,-2,-2,20
179229,2,100,-2,-2,-2,-2,-2,7
179256,1,0,0,2,2,2,2,5
179265,1,55,0,2,1,2,1,9
179308,2,0,0,2,2,2,2,19
179317,2,,0,2,2,2,2,
179326,1,30,1,1,1,1,1,12
179344,1,0,0,2,2,2,2,14
179450,2,35,0,2,2,2,2,11
179511,2,50,0,2,2,2,2,17
179539,1,0,0,2,2,2,2,19
179548,1,0,0,2,1,2,1,9
179557,1,30,1,1,1,1,1,19
179566,1,0,1,1,1,1,1,20
179645,1,0,0,2,2,2,2,19
179715,1,20,0,2,2,2,2,20
179812,2,,0,2,2,2,2,
179867,1,75,1,1,1,1,1,7
179894,1,35,1,2,1,1,1,12
179946,1,0,1,1,1,1,1,10
179955,1,0,1,1,1,1,1,10
179964,1,0,0,2,1,1,1,9
179991,2,100,-2,-2,-2,-2,-2,23
180054,2,30,0,2,2,2,2,13
180063,2,150,-2,-2,-2,-2,-2,7
180081,1,30,0,2,2,2,2,13
180090,2,50,-2,-2,-2,-2,-2,13
180106,1,0,0,1,1,2,1,12
180151,1,30,0,2,2,2,2,14
180160,2,0,0,2,2,2,2,12
180179,1,30,1,2,1,1,1,14
180197,1,0,0,2,2,2,2,12
180203,2,10,0,2,2,2,2,10
180212,2,15,0,2,2,2,2,10
180249,2,30,0,2,2,2,2,13
180258,1,0,0,2,1,2,1,8
180276,2,30,0,2,2,2,2,15
180328,2,0,0,2,2,2,2,15
180373,1,30,0,2,2,2,2,12
180416,1,30,0,1,1,2,2,13
180461,1,30,1,1,1,2,1,18
180489,1,30,1,1,1,2,1,15
180522,1,30,0,1,1,2,1,13
180595,1,35,0,1,1,2,1,10
180647,1,0,0,2,2,2,2,8
180692,1,30,0,1,1,2,1,15
180771,1,50,-2,2,2,2,2,6
180814,1,50,0,2,1,1,1,27
180832,1,35,0,2,2,2,2,18
180878,2,0,0,2,2,2,2,10
180902,1,0,0,2,2,2,2,14
180948,1,0,1,1,1,2,1,17
180957,1,50,-2,2,2,2,2,10
180984,1,0,0,1,1,1,1,14
181002,1,40,1,2,1,1,1,11
181020,1,0,0,1,1,1,1,11
181127,1,0,0,1,1,1,1,12
181145,2,25,0,2,2,2,2,6
181190,2,50,-2,2,2,2,2,9
181215,1,45,1,1,1,2,1,13
181297,1,25,0,2,2,2,2,13
181303,2,0,0,2,2,2,2,14
181312,1,0,0,2,2,2,2,10
181330,1,0,0,1,1,1,1,14
181376,1,40,0,2,2,2,2,13
181394,1,45,1,2,1,1,1,17
181419,2,25,0,2,2,2,2,5
181428,2,60,0,2,2,2,2,2
181446,1,0,1,1,1,1,1,11
181464,1,45,1,1,1,1,1,17
181491,1,0,0,2,2,2,2,17
181534,1,0,0,1,1,1,1,20
181543,1,35,0,2,2,2,2,4
181604,1,30,0,2,1,2,1,10
181640,1,0,0,2,2,2,2,12
181738,1,0,0,2,2,2,2,9
181747,-2,,-2,-2,-2,-2,-2,
181765,1,45,0,2,2,2,2,13
181783,1,0,1,1,1,1,1,21
181817,1,0,0,2,2,2,2,13
181853,1,0,0,2,1,1,1,11
181880,2,25,-2,-2,-2,-2,-2,11
181941,2,25,0,2,2,2,2,13
182005,2,20,0,2,2,2,2,21
182111,2,0,0,2,2,2,2,
182148,2,50,0,2,2,2,2,16
182281,1,60,1,1,1,1,1,20
182290,1,60,1,1,1,1,1,18
182306,1,10,0,2,2,2,2,17
182458,1,0,0,2,2,2,1,9
182500,2,20,0,2,2,2,2,23
182519,-2,,-2,-2,-2,-2,-2,
182564,2,15,0,2,2,2,2,17
182634,1,0,1,2,1,1,1,12
182652,2,75,-2,-2,-2,-2,-2,11
182670,1,80,1,1,1,1,1,7
182704,2,100,-2,-2,-2,-2,-2,11
182722,2,100,-2,-2,-2,-2,-2,24
182795,1,0,1,1,1,1,1,12
182829,2,,0,2,2,2,2,
182892,2,100,-2,-2,-2,-2,-2,13
182917,1,0,0,2,2,2,2,8
182953,2,100,-2,-2,-2,-2,-2,10
182980,1,0,1,2,1,1,1,15
182999,2,100,-2,-2,-2,-2,-2,7
183026,1,40,1,2,1,1,1,22
183035,2,35,-2,-2,-2,-2,-2,6
183044,1,65,1,1,1,2,1,17
183062,1,50,1,2,1,1,1,13
183071,1,65,0,2,2,2,2,10
183080,1,50,1,1,1,1,1,16
183099,1,0,0,2,2,2,2,9
183105,2,0,0,2,2,2,2,7
183114,2,0,0,2,2,2,2,5
183123,1,0,0,2,2,2,2,14
183132,2,0,0,2,2,2,2,13
183141,2,0,0,2,2,2,2,10
183150,2,0,0,2,2,2,2,11
183202,2,100,-2,-2,-2,-2,-2,12
183211,1,0,1,2,1,1,1,15
183239,1,50,1,1,1,1,1,11
183248,2,50,0,2,2,2,2,8
183257,2,0,0,2,2,2,2,17
183275,1,0,0,2,2,2,2,8
183327,-2,,-2,-2,-2,-2,-2,
183488,2,25,0,2,2,2,2,11
183600,1,50,0,2,2,2,2,6
183655,2,0,0,2,2,2,2,16
183725,2,25,-2,-2,-2,-2,-2,18
183743,2,0,0,2,2,2,2,19
183789,2,50,0,2,2,2,2,14
183804,1,175,0,2,2,2,2,19
183822,1,40,1,2,1,1,1,15
183859,2,25,0,2,2,2,2,22
183877,2,20,0,2,2,2,2,22
183910,1,50,1,2,1,1,1,13
183938,2,0,0,2,2,2,2,22
183974,1,0,1,2,1,1,1,12
183983,2,100,-2,-2,-2,-2,-2,23
184047,2,20,-2,-2,-2,-2,-2,13
184056,2,0,-2,-2,-2,-2,-2,14
184092,2,25,-2,2,2,2,2,23
184180,2,30,0,2,2,2,2,18
184205,2,0,0,2,2,2,2,21
184278,2,25,-2,-2,-2,-2,-2,8
184348,1,40,1,2,1,1,1,12
184427,2,0,-2,2,2,2,2,15
184481,2,30,0,2,2,2,2,23
184506,2,125,-2,-2,-2,-2,-2,16
184603,1,50,1,2,1,1,1,14
184612,1,30,1,2,1,1,1,14
184694,1,50,1,1,1,1,1,13
184746,2,25,-2,-2,-2,-2,-2,12
184773,1,40,1,2,1,2,1,11
184782,1,65,1,1,1,1,1,17
184791,2,20,0,2,2,2,2,29
184816,2,125,-2,-2,-2,-2,-2,15
184870,2,20,-2,-2,-2,-2,-2,27
184959,2,25,0,2,2,2,2,11
184968,2,75,-2,2,2,2,2,9
184995,2,25,0,2,2,2,2,25
185129,1,50,1,2,1,1,1,14
185174,1,50,-2,-2,-2,-2,-2,5
185262,1,75,1,1,1,1,2,17
185332,2,20,-2,-2,-2,-2,-2,18
185396,2,0,-2,-2,-2,-2,-2,31
185466,2,25,-2,-2,-2,-2,-2,25
185509,2,0,0,2,2,2,2,17
185536,2,25,0,2,2,2,2,22
185572,1,50,1,1,1,1,1,12
185590,1,65,1,1,1,1,1,17
185679,1,75,-2,2,2,2,2,10
185721,2,25,0,2,2,2,2,12
185758,2,,0,2,2,2,2,
185767,2,0,-2,-2,-2,-2,-2,24
185828,1,75,1,2,1,1,1,16
185873,2,0,0,2,2,2,2,22
185970,2,100,-2,-2,-2,-2,-2,15
186016,2,100,-2,-2,-2,-2,-2,15
186034,2,0,0,2,2,2,2,20
186052,2,100,-2,2,2,2,2,18
186122,1,,0,2,2,2,2,
186131,1,70,1,1,1,1,1,5
186186,1,0,0,2,2,2,2,12
186201,1,65,1,2,1,1,1,16
186274,2,0,-2,-2,-2,-2,-2,15
186283,1,50,1,2,1,1,1,10
186371,1,70,1,2,1,1,1,15
186380,1,70,1,1,1,1,1,16
186399,1,70,1,2,1,1,1,16
186405,2,50,-2,2,2,2,2,5
186423,2,50,-2,2,2,2,2,7
186432,1,0,1,2,1,1,1,12
186469,2,0,0,2,2,2,2,17
186584,1,55,1,2,1,1,1,13
186593,2,25,-2,-2,-2,-2,-2,15
186618,1,35,1,2,1,1,1,11
186645,2,25,0,2,2,2,2,20
186867,1,70,1,2,1,1,1,12
186876,1,50,1,2,1,1,1,17
186900,1,0,0,2,2,2,2,11
187000,2,75,-2,2,2,2,2,20
187046,2,50,0,2,2,2,2,15
187134,1,75,1,1,1,1,1,13
187198,2,0,0,2,2,2,2,22
187444,1,50,1,1,1,1,2,14
187505,2,25,-2,-2,-2,-2,-2,14
187532,2,0,0,2,2,2,2,23
187596,1,0,0,2,2,2,2,12
187620,2,20,0,2,2,2,2,21
187639,2,0,0,2,2,2,2,18
187648,1,0,1,1,1,1,1,17
187666,1,0,0,2,2,2,2,21
187745,1,25,0,2,2,2,2,8
187897,1,25,1,1,1,1,1,13
187903,1,0,0,2,2,2,2,14
187912,1,0,0,2,2,2,2,16
187958,2,15,0,2,2,2,2,27
187967,1,15,0,2,2,2,2,8
187976,2,10,0,2,2,2,2,26
187985,1,25,1,1,1,1,1,17
187994,2,20,0,2,2,2,2,13
188003,2,20,0,2,2,2,2,18
188021,2,20,0,2,2,2,2,15
188030,1,20,1,1,1,1,1,16
188049,2,15,0,2,2,2,2,34
188058,2,0,0,2,1,2,1,12
188100,2,0,0,2,2,2,2,15
188137,2,0,0,2,2,2,2,12
188182,1,0,0,2,1,1,1,17
188207,2,,0,2,2,2,2,
188216,1,0,0,2,2,2,2,20
188225,2,10,0,2,2,2,2,19
188261,1,0,0,2,2,2,2,14
188289,2,25,-2,-2,-2,-2,-2,16
188304,1,30,1,1,1,2,1,13
