UNITID,ROOM,APPLFEEU,ASSOC1,SPORT1,SPORT2,SPORT3,SPORT4,STUFACR
232724,2,35,0,2,2,2,2,4
232788,2,0,0,2,2,2,2,22
232797,2,0,0,2,2,2,2,28
232867,2,0,0,2,2,2,2,31
232885,2,85,0,2,2,2,2,7
232919,2,25,-2,-2,-2,-2,-2,13
232937,1,25,1,1,1,1,1,16
232946,2,0,0,2,2,2,2,25
232982,1,50,1,1,1,1,2,17
233019,2,0,0,2,2,2,2,18
233037,2,0,0,2,2,2,2,17
233082,2,70,0,2,2,2,2,4
233116,2,0,0,2,2,2,2,20
233277,1,0,1,2,1,1,1,15
233286,2,25,-2,-2,-2,-2,-2,10
233295,1,0,1,1,1,1,2,11
233301,1,0,1,2,1,2,1,8
233310,2,0,0,2,2,2,2,19
233329,2,25,0,2,2,2,2,24
233338,1,35,0,2,2,2,2,27
233356,2,95,0,2,2,2,2,11
233374,1,50,1,1,1,1,1,8
233408,2,100,0,2,2,2,2,11
233426,1,30,1,2,1,1,1,11
233480,2,50,-2,2,2,2,2,6
233541,1,30,1,1,1,1,1,10
233602,1,100,0,2,2,2,2,7
233611,1,35,1,1,1,1,1,16
233639,2,0,0,2,2,2,2,24
233648,2,0,0,2,2,2,2,23
233666,2,100,-2,-2,-2,-2,-2,13
233684,2,0,0,2,2,2,2,52
233718,1,0,1,2,2,2,1,8
233754,2,0,0,2,2,2,2,19
233772,2,0,0,2,2,2,2,21
233842,1,,0,2,2,2,2,
233897,1,25,1,1,1,1,1,11
233903,2,0,0,2,2,2,2,18
233921,1,60,1,1,1,1,1,14
233949,2,0,0,2,2,2,2,24
234030,1,70,1,2,1,1,1,18
234076,1,70,1,1,1,1,1,15
234085,1,40,1,1,1,1,1,11
234119,2,100,-2,-2,-2,-2,-2,20
234137,1,25,0,2,2,2,2,15
234155,1,0,1,1,1,1,1,13
234164,1,25,1,1,1,2,1,15
234173,1,0,1,2,1,1,1,12
234207,1,60,1,1,1,1,1,8
234377,2,0,0,2,2,2,2,29
234669,1,55,0,2,2,2,2,14
234696,2,0,0,2,2,2,2,18
234711,1,30,0,2,2,2,2,15
234827,1,50,1,1,1,1,1,19
234845,1,0,0,2,2,2,2,15
234915,1,50,0,2,2,2,2,6
234924,2,100,-2,-2,-2,-2,-2,15
234933,2,25,0,2,2,2,2,16
234951,2,0,0,2,2,2,2,20
234979,1,0,0,2,2,2,2,18
235024,1,60,0,2,2,2,2,7
235088,2,100,-2,-2,-2,-2,-2,14
235097,1,60,1,1,1,2,1,18
235103,1,0,0,2,2,2,2,13
235149,1,0,0,2,2,2,2,14
235158,2,100,-2,-2,-2,-2,-2,14
235167,1,50,0,2,1,2,1,21
235237,1,0,0,2,2,2,2,15
235307,2,100,-2,-2,-2,-2,-2,16
235316,1,50,1,2,1,1,1,11
235334,2,0,0,2,2,2,2,15
235343,2,0,0,2,2,2,2,12
235352,2,100,-2,-2,-2,-2,-2,15
235422,2,0,0,2,2,2,2,6
235431,1,0,0,2,2,2,2,14
235501,1,75,-2,-2,-2,-2,-2,6
235547,1,60,0,2,2,2,2,12
235583,2,0,-2,-2,-2,-2,-2,16
235671,2,50,0,2,2,2,2,17
235699,2,0,0,2,2,2,2,12
235750,2,0,0,2,2,2,2,13
236018,2,100,-2,2,2,2,2,10
236072,2,0,0,2,2,2,2,15
236133,1,30,0,2,1,2,1,11
236188,1,0,0,2,2,2,2,17
236212,2,100,0,2,2,2,2,16
236230,1,0,1,1,1,1,1,11
236258,2,0,0,2,2,2,2,14
236328,1,60,1,1,1,1,1,11
236382,2,30,0,2,2,2,2,12
236452,1,0,1,2,1,1,1,12
236504,2,0,0,2,2,2,2,18
236513,2,0,0,2,2,2,2,14
236577,1,50,1,2,1,2,1,13
236595,1,55,1,2,1,1,1,11
236610,1,0,0,2,2,2,2,13
236638,1,0,0,2,2,2,2,15
236656,2,0,0,2,2,2,2,15
236692,2,0,0,2,2,2,2,23
236708,2,0,0,2,2,2,2,22
236744,2,100,-2,-2,-2,-2,-2,16
236753,2,0,0,2,2,2,2,16
236887,2,0,0,2,2,2,2,16
236896,1,40,0,2,1,2,2,15
236939,1,50,1,1,1,1,1,16
236948,1,80,1,1,1,1,1,20
236975,1,0,0,2,2,2,2,15
237011,1,60,1,2,1,2,1,19
237039,1,0,0,2,2,2,2,12
237057,1,50,1,2,1,1,1,9
237066,1,0,1,1,1,1,1,12
237109,1,30,0,2,2,2,2,20
237118,1,0,1,1,1,1,1,15
237127,2,350,-2,-2,-2,-2,-2,20
237136,1,35,0,2,2,2,2,9
237145,2,25,-2,-2,-2,-2,-2,9
237172,2,25,-2,-2,-2,-2,-2,8
237181,1,0,1,1,1,1,1,10
237215,2,0,1,2,1,1,1,13
237242,2,100,-2,-2,-2,-2,-2,4
237303,2,0,-2,2,2,2,2,14
237312,1,25,1,1,1,1,1,15
237321,2,0,-2,2,2,2,2,12
237330,1,0,1,1,1,1,1,14
237358,1,0,1,2,1,1,1,12
237367,1,25,1,1,1,1,1,15
237385,1,20,1,1,1,1,1,16
237437,2,0,0,2,2,2,2,17
237473,1,50,-2,-2,-2,-2,-2,16
237491,2,0,-2,-2,-2,-2,-2,12
237525,1,40,1,1,1,1,1,18
237543,2,25,-2,2,2,2,2,14
237552,1,100,-2,2,2,2,2,10
237561,2,0,-2,-2,-2,-2,-2,12
237570,2,100,-2,2,2,2,2,8
237598,2,115,0,2,2,2,2,18
237640,1,0,1,2,1,1,1,10
237686,2,0,0,2,2,2,2,14
237701,1,0,0,2,2,2,2,18
237729,2,100,-2,-2,-2,-2,-2,10
237783,1,20,1,2,1,1,1,18
237792,1,45,1,1,1,1,1,14
237817,2,0,0,2,2,2,2,17
237844,2,35,-2,2,2,2,2,16
237880,2,,0,2,2,2,2,
237899,1,20,1,1,1,1,1,11
237905,2,0,-2,2,2,2,2,7
237932,1,0,1,1,1,1,1,13
237950,1,0,0,2,1,1,1,14
237969,1,35,1,1,1,1,1,14
237987,2,0,0,2,2,2,2,24
237996,2,0,0,2,2,2,2,22
238005,2,100,-2,2,2,2,2,20
238014,2,0,0,2,2,2,2,11
238032,1,50,1,1,1,1,1,20
238078,1,0,1,1,1,1,1,11
238096,2,0,-2,-2,-2,-2,-2,6
238175,2,10,-2,2,2,2,2,13
238193,1,0,1,2,1,2,1,10
238263,2,30,0,2,2,2,2,11
238324,2,0,0,2,2,2,2,9
238333,1,0,1,1,1,1,1,11
238397,2,0,0,2,2,2,2,8
238430,1,0,0,2,1,2,1,10
238458,1,0,1,1,1,1,1,14
238476,1,35,1,1,1,1,1,12
238573,2,50,0,2,2,2,2,9
238616,1,0,1,1,1,1,1,12
238661,1,30,1,2,1,1,1,10
238722,2,30,0,2,2,2,2,11
238759,2,30,0,2,2,2,2,8
238810,2,0,-2,2,2,2,2,7
238980,1,35,1,1,1,1,1,13
239008,2,30,0,2,2,2,2,11
239017,1,0,1,1,1,1,1,8
239071,1,50,1,2,1,1,1,11
239080,1,0,1,2,1,1,1,12
239105,1,0,1,2,1,2,1,14
239169,2,,0,2,2,2,2,
239220,2,30,0,2,2,2,2,11
239248,2,30,0,2,2,2,2,12
239309,1,0,0,2,2,2,2,11
239318,1,0,1,2,1,1,1,13
239372,2,30,0,2,2,2,2,18
239390,1,0,1,2,1,2,1,10
239424,1,,0,2,2,2,2,
239442,2,0,0,2,2,2,2,9
239460,1,30,0,2,2,2,2,12
239488,2,30,0,2,2,2,2,16
239512,1,50,1,2,1,1,1,11
239628,1,30,1,1,1,1,1,13
239637,1,,0,2,2,2,2,
239716,1,0,1,1,1,1,1,13
239743,1,0,0,2,1,2,1,9
239877,2,0,-2,-2,-2,-2,-2,10
239910,1,30,0,2,2,2,2,15
240107,1,0,0,2,1,1,1,11
240116,2,30,0,2,2,2,2,14
240125,2,30,0,2,2,2,2,21
240170,1,30,0,2,2,2,2,9
240189,1,50,1,1,1,1,1,19
240198,2,30,0,2,2,2,2,8
240213,2,,0,2,2,2,2,
240268,1,50,1,1,1,1,1,22
240277,1,50,1,2,1,2,1,22
240329,1,50,1,1,1,1,1,18
240338,1,0,1,1,1,1,1,12
240365,1,50,1,1,1,1,1,23
240374,1,50,1,2,1,1,1,19
240392,2,0,0,2,2,2,2,17
240417,1,50,1,1,1,1,1,18
240426,1,50,1,2,1,1,1,17
240435,-2,,-2,-2,-2,-2,-2,
240444,1,60,1,1,1,2,1,17
240453,1,50,1,2,1,1,1,17
240462,1,50,1,1,1,1,1,20
240471,1,50,1,1,1,1,1,20
240480,1,50,1,1,1,1,1,20
240505,1,0,0,2,2,2,2,13
240514,1,0,0,2,2,2,2,15
240596,1,0,0,2,2,2,2,15
240620,1,0,0,2,2,2,2,15
240657,1,0,0,2,2,2,2,12
240666,1,0,0,2,2,2,2,17
240693,1,0,0,2,2,2,2,12
240709,2,100,-2,-2,-2,-2,-2,11
240718,1,100,0,2,2,2,2,14
240727,1,40,1,1,1,2,1,15
240736,2,0,0,2,2,2,2,12
240745,2,0,0,2,2,2,2,15
240754,1,52,0,2,2,2,2,16
240790,2,25,0,2,2,2,2,26
240879,2,25,-2,-2,-2,-2,-2,32
240985,2,35,0,2,2,2,2,18
241100,2,25,0,2,2,2,2,17
241128,2,25,0,2,2,2,2,22
241146,2,25,-2,-2,-2,-2,-2,15
241182,2,25,-2,2,2,2,2,28
241191,1,20,0,2,2,2,2,16
241216,2,30,0,2,2,2,2,24
241225,1,30,0,2,2,2,2,18
241304,2,10,0,2,2,2,2,14
241331,2,75,0,2,2,2,2,17
241377,2,30,0,2,2,2,2,13
241386,2,30,0,2,2,2,2,9
241395,2,0,0,2,2,2,2,15
241410,1,0,0,2,2,2,2,26
241517,2,30,0,2,2,2,2,15
241614,1,45,0,2,2,2,2,8
241720,2,15,0,2,2,2,2,15
241739,2,15,0,2,2,2,2,21
241766,2,75,0,2,2,2,2,6
241793,2,,0,2,2,2,2,
241836,2,15,0,2,2,2,2,31
241906,2,25,-2,-2,-2,-2,-2,18
241951,2,25,0,2,2,2,2,9
242042,2,20,0,2,2,2,2,10
242060,-2,,-2,-2,-2,-2,-2,
242112,2,10,0,2,2,2,2,13
242121,2,0,0,2,2,2,2,10
242130,2,0,0,2,2,2,2,17
242149,2,0,0,2,2,2,2,18
242413,2,30,-2,-2,-2,-2,-2,15
242422,2,0,0,2,2,2,2,
242556,2,20,0,2,2,2,2,10
242565,2,20,0,2,2,2,2,20
242583,2,20,0,2,2,2,2,10
242617,1,0,0,2,2,2,2,23
242626,2,0,0,2,2,2,2,27
242635,2,0,0,2,2,2,2,28
242644,2,0,0,2,2,2,2,24
242653,2,0,0,2,2,2,2,21
242662,2,0,0,2,2,2,2,25
242671,-2,,-2,-2,-2,-2,-2,
242680,2,0,0,2,2,2,2,24
242699,2,0,0,2,2,2,2,22
242705,1,0,0,2,2,2,2,28
242723,2,,0,2,2,2,2,
242750,2,20,-2,-2,-2,-2,-2,7
242820,2,30,-2,2,2,2,2,25
242945,2,35,-2,-2,-2,-2,-2,25
242954,2,35,-2,-2,-2,-2,-2,20
242972,2,0,0,2,2,2,2,22
243081,2,25,0,2,2,2,2,
243106,2,30,0,2,2,2,2,21
243115,2,30,0,2,2,2,2,23
243133,2,30,1,2,1,2,1,21
243142,2,0,0,2,2,2,2,17
243151,2,30,0,2,2,2,2,21
243160,-2,,-2,-2,-2,-2,-2,
243179,2,0,0,2,2,2,2,16
243188,2,0,0,2,2,2,2,14
243197,2,30,1,2,1,2,1,21
243203,2,30,0,2,2,2,2,2
243212,2,0,0,2,2,2,2,23
243221,1,30,1,2,1,2,1,16
243346,2,15,0,2,2,2,2,22
243443,1,15,0,2,2,2,2,23
243498,2,,0,2,2,2,2,
243568,2,25,0,2,2,2,2,23
243577,1,30,0,2,2,2,2,20
243586,2,0,0,2,2,2,2,23
243601,2,15,0,2,2,2,2,26
243638,1,10,0,2,2,2,2,14
243647,1,10,0,2,2,2,2,10
243665,1,25,0,2,1,2,2,12
243744,1,90,1,1,1,1,1,5
243780,1,60,1,1,1,1,1,13
243799,2,50,-2,-2,-2,-2,-2,10
243823,2,50,0,2,2,2,2,10
243832,2,15,0,2,2,2,2,14
243841,2,0,0,2,2,2,2,21
244233,2,25,0,2,2,2,2,9
244279,2,25,0,2,2,2,2,18
244437,2,20,0,2,2,2,2,20
244446,2,25,0,2,2,2,2,17
244613,2,0,-2,-2,-2,-2,-2,17
245069,2,100,-2,2,2,2,2,
245281,2,0,-2,-2,-2,-2,-2,17
245421,2,25,0,2,2,2,2,
245430,2,25,0,2,2,2,2,
245625,2,25,0,2,2,2,2,17
245652,1,0,0,2,2,2,2,7
245777,1,0,0,2,2,2,2,31
245838,2,50,0,2,2,2,2,4
245847,2,0,0,2,2,2,2,3
245865,2,,0,2,2,2,2,
245883,2,50,0,2,2,2,2,4
245892,2,50,0,2,2,2,2,2
245953,1,0,0,2,1,1,2,11
245962,2,40,0,2,2,2,2,16
245980,2,100,-2,-2,-2,-2,-2,19
245999,2,15,-2,-2,-2,-2,-2,20
246017,2,0,-2,-2,-2,-2,-2,6
246035,2,0,-2,-2,-2,-2,-2,38
246071,2,35,-2,-2,-2,-2,-2,9
246345,2,,0,2,2,2,2,
246354,2,0,0,2,2,2,2,29
246406,2,200,-2,-2,-2,-2,-2,8
246415,2,150,-2,-2,-2,-2,-2,10
246460,2,100,-2,-2,-2,-2,-2,20
246789,2,,0,2,2,2,2,
246813,2,25,0,2,2,2,2,14
246895,2,0,-2,-2,-2,-2,-2,14
247010,2,50,-2,-2,-2,-2,-2,10
247047,2,0,-2,2,2,2,2,16
247065,2,0,0,2,2,2,2,12
247083,-2,,-2,-2,-2,-2,-2,
247153,2,0,-2,-2,-2,-2,-2,15
247162,2,45,0,2,2,2,2,7
247409,2,0,-2,-2,-2,-2,-2,15
247603,2,0,0,2,2,2,2,15
247649,1,75,0,2,2,2,2,6
247737,-2,,-2,-2,-2,-2,-2,
247773,1,0,0,2,2,2,2,10
247825,2,25,0,2,2,2,2,5
247834,2,0,0,2,2,2,2,25
247940,2,0,0,2,2,2,2,19
248192,2,100,-2,2,2,2,2,10
248305,2,125,-2,-2,-2,-2,-2,14
248527,2,100,-2,-2,-2,-2,-2,20
248606,2,0,-2,2,2,2,2,27
248624,2,150,-2,-2,-2,-2,-2,15
248633,2,90,-2,-2,-2,-2,-2,12
248660,2,100,-2,-2,-2,-2,-2,17
248703,2,0,-2,-2,-2,-2,-2,17
248925,2,0,-2,2,2,2,2,14
248934,2,45,0,2,2,2,2,11
249140,2,20,-2,-2,-2,-2,-2,33
249238,2,100,-2,-2,-2,-2,-2,15
249566,2,0,-2,-2,-2,-2,-2,6
249609,2,0,0,2,2,2,2,14
250027,2,50,0,2,2,2,2,9
250285,2,25,-2,2,2,2,2,12
250744,2,0,-2,-2,-2,-2,-2,16
250902,2,100,-2,2,2,2,2,17
250993,2,0,-2,-2,-2,-2,-2,10
251260,1,0,0,2,2,2,2,18
251312,2,0,0,2,2,2,2,9
260336,2,75,-2,-2,-2,-2,-2,2
260363,2,50,-2,-2,-2,-2,-2,9
260372,2,10,0,2,2,2,2,20
260664,2,0,-2,-2,-2,-2,-2,8
260691,2,0,0,2,2,2,2,12
260789,2,0,0,2,2,2,2,19
260813,2,75,0,2,2,2,2,13
260929,2,100,-2,-2,-2,-2,-2,15
260947,-1,,-1,-1,-1,-1,-1,
260965,2,100,-2,-2,-2,-2,-2,8
260992,2,25,0,2,2,2,2,15
261436,2,100,-2,-2,-2,-2,-2,14
261676,2,0,-2,-2,-2,-2,-2,12
261685,2,0,-2,-2,-2,-2,-2,8
261719,2,0,-2,-2,-2,-2,-2,13
261773,2,150,-2,-2,-2,-2,-2,3
261861,2,0,0,2,2,2,2,14
262022,2,,0,2,2,2,2,
262031,2,0,0,2,2,2,2,19
262086,2,0,0,2,2,2,2,19
262129,1,30,0,2,2,2,2,7
262165,1,50,0,2,2,2,2,
262341,2,0,-2,-2,-2,-2,-2,12
262369,2,0,-2,-2,-2,-2,-2,13
262402,2,0,-2,-2,-2,-2,-2,4
262466,2,50,-2,-2,-2,-2,-2,10
362700,2,15,-2,-2,-2,-2,-2,16
362782,2,50,-2,-2,-2,-2,-2,14
363013,2,0,-2,-2,-2,-2,-2,18
363077,2,0,-2,-2,-2,-2,-2,10
363147,2,0,-2,2,2,2,2,23
363165,2,0,-2,2,2,2,2,9
363439,2,0,0,2,2,2,2,15
363633,2,0,0,2,2,2,2,13
363679,2,0,-2,-2,-2,-2,-2,12
363712,1,300,0,2,2,2,2,8
363721,2,,0,2,2,2,2,
363882,2,0,-2,2,2,2,2,22
363907,2,30,0,2,2,2,2,6
363916,2,30,0,2,2,2,2,7
363934,1,0,0,2,2,2,2,15
364016,2,0,0,2,2,2,2,18
364025,1,0,0,2,2,2,2,27
364548,2,0,-2,2,2,2,2,4
364575,2,0,-2,2,2,2,2,7
364627,2,25,-2,-2,-2,-2,-2,12
364636,2,0,-2,-2,-2,-2,-2,10
364751,2,100,-2,-2,-2,-2,-2,11
364760,2,100,-2,-2,-2,-2,-2,15
364946,2,0,-2,-2,-2,-2,-2,6
364964,2,0,-2,-2,-2,-2,-2,11
365091,2,100,-2,-2,-2,-2,-2,20
365125,2,,-2,-2,-2,-2,-2,13
365198,2,25,-2,-2,-2,-2,-2,9
365204,2,0,0,2,2,2,2,17
365213,2,0,-2,2,2,2,2,10
365240,2,50,-2,-2,-2,-2,-2,12
365374,2,0,-2,-2,-2,-2,-2,18
365383,2,50,-2,-2,-2,-2,-2,18
365480,2,0,-2,2,2,2,2,9
365505,2,20,-2,-2,-2,-2,-2,15
365693,2,150,-2,2,2,2,2,12
365763,2,50,-2,-2,-2,-2,-2,14
365824,2,0,-2,-2,-2,-2,-2,17
365833,2,0,-2,-2,-2,-2,-2,27
366003,2,75,0,2,2,2,2,14
366155,2,100,-2,-2,-2,-2,-2,20
366191,2,50,-2,2,2,2,2,39
366252,1,0,1,2,1,1,1,14
366261,2,50,0,2,2,2,2,39
366270,2,0,0,2,2,2,2,15
366289,2,35,0,2,2,2,2,15
366340,2,10,0,2,2,2,2,11
366368,2,,0,2,2,2,2,
366395,2,40,0,2,2,2,2,23
366401,2,0,0,2,2,2,2,25
366438,2,0,-2,-2,-2,-2,-2,15
366465,2,25,0,2,2,2,2,15
366535,2,0,0,2,2,2,2,15
366553,2,0,0,2,2,2,2,13
366571,2,25,-2,2,2,2,2,12
366605,2,,0,2,2,2,2,
366623,2,0,-2,-2,-2,-2,-2,11
366632,2,25,-2,-2,-2,-2,-2,17
366711,1,70,1,2,1,1,1,26
367051,2,100,-2,-2,-2,-2,-2,14
367088,2,0,-2,-2,-2,-2,-2,12
367103,2,50,0,2,2,2,2,12
367112,2,40,0,2,2,2,2,30
367158,2,0,-2,-2,-2,-2,-2,22
367334,1,25,-2,-2,-2,-2,-2,13
367361,2,50,0,2,2,2,2,12
367431,2,0,-2,-2,-2,-2,-2,10
367459,2,0,0,2,2,2,2,17
367875,2,20,-2,2,2,2,2,8
367884,2,20,0,2,2,2,2,15
367954,2,,0,2,2,2,2,
367972,2,75,-2,-2,-2,-2,-2,17
367981,2,100,-2,-2,-2,-2,-2,15
368036,1,100,-2,-2,-2,-2,-2,26
368230,2,125,-2,-2,-2,-2,-2,14
368364,2,10,-2,2,2,2,2,13
368407,2,0,-2,-2,-2,-2,-2,11
368443,2,0,0,2,2,2,2,15
368452,2,100,0,2,2,2,2,8
368540,2,100,-2,-2,-2,-2,-2,12
368629,2,0,0,2,2,2,2,14
368647,2,60,-2,-2,-2,-2,-2,6
368771,2,0,-2,-2,-2,-2,-2,35
368780,2,100,0,2,2,2,2,
368832,2,0,-2,-2,-2,-2,-2,20
368911,2,25,0,2,2,2,2,12
369002,2,,0,2,2,2,2,
369109,2,50,-2,-2,-2,-2,-2,9
369400,2,50,-2,2,2,2,2,39
369419,2,20,-2,2,2,2,2,16
369446,2,100,-2,-2,-2,-2,-2,15
369455,2,50,0,2,2,2,2,16
369516,2,50,0,2,2,2,2,11
369659,2,,0,2,2,2,2,
369668,2,100,0,2,2,2,2,10
369686,2,0,-2,-2,-2,-2,-2,20
369695,2,100,-2,-2,-2,-2,-2,22
369783,2,100,-2,-2,-2,-2,-2,28
369950,2,0,-2,-2,-2,-2,-2,12
371034,2,0,-2,-2,-2,-2,-2,10
371052,2,100,-2,-2,-2,-2,-2,22
371690,2,0,-2,2,2,2,2,30
371830,2,0,-2,-2,-2,-2,-2,25
371928,2,75,-2,2,2,2,2,14
371964,2,40,0,2,2,2,2,18
372028,2,100,-2,-2,-2,-2,-2,50
372073,2,25,0,2,2,2,2,11
372082,2,0,-2,-2,-2,-2,-2,20
372240,2,175,-2,-2,-2,-2,-2,15
372329,2,0,0,2,2,2,2,7
372356,2,50,-2,-2,-2,-2,-2,21
372462,2,0,-2,-2,-2,-2,-2,12
372718,2,15,-2,-2,-2,-2,-2,16
372921,2,25,0,2,2,2,2,26
372958,2,0,0,2,2,2,2,10
373085,2,0,0,2,2,2,2,11
373216,2,0,-2,-2,-2,-2,-2,12
373456,2,,-2,-2,-2,-2,-2,8
373526,2,0,-2,-2,-2,-2,-2,8
373678,2,50,-2,-2,-2,-2,-2,17
373696,2,50,-2,-2,-2,-2,-2,22
373711,2,25,-2,-2,-2,-2,-2,11
373784,2,100,-2,-2,-2,-2,-2,18
374024,2,,0,2,2,2,2,
374316,2,100,-2,-2,-2,-2,-2,15
374343,2,0,-2,-2,-2,-2,-2,11
374574,2,0,-2,-2,-2,-2,-2,16
374592,2,0,-2,-2,-2,-2,-2,15
374990,2,0,-2,-2,-2,-2,-2,20
375106,2,25,-2,-2,-2,-2,-2,10
375230,2,0,0,2,2,2,2,22
375373,2,75,-2,-2,-2,-2,-2,7
375407,2,0,-2,2,2,2,2,10
375416,2,0,0,2,2,2,2,12
375540,2,0,-2,-2,-2,-2,-2,14
375568,2,0,-2,-2,-2,-2,-2,5
375656,2,20,-2,-2,-2,-2,-2,6
375683,2,0,-2,2,2,2,2,18
375726,2,0,-2,-2,-2,-2,-2,3
375939,2,50,0,2,2,2,2,2
375966,2,75,-2,-2,-2,-2,-2,6
375984,2,125,-2,-2,-2,-2,-2,27
376224,2,30,0,2,2,2,2,17
376242,2,25,-2,-2,-2,-2,-2,26
376288,2,25,-2,-2,-2,-2,-2,8
376321,2,25,0,2,2,2,2,20
376330,2,25,-2,-2,-2,-2,-2,12
376385,2,20,0,2,2,2,2,16
376446,2,100,-2,-2,-2,-2,-2,15
376631,2,0,-2,-2,-2,-2,-2,18
376677,2,100,-2,-2,-2,-2,-2,17
376695,1,5,0,2,2,2,2,17
377111,2,0,0,2,2,2,2,19
377193,2,150,-2,-2,-2,-2,-2,7
377218,2,0,0,2,2,2,2,17
377272,2,0,-2,-2,-2,-2,-2,8
377281,2,0,-2,-2,-2,-2,-2,9
377315,2,100,-2,-2,-2,-2,-2,10
377342,2,0,0,2,2,2,2,27
377449,2,25,0,2,2,2,2,13
377458,2,25,0,2,2,2,2,6
377485,2,0,-2,-2,-2,-2,-2,8
377546,2,25,0,2,2,2,2,25
377555,1,60,0,2,2,2,2,23
377564,1,60,0,2,2,2,2,17
377643,2,0,-2,2,2,2,2,19
377652,2,50,-2,-2,-2,-2,-2,24
377661,2,50,0,2,2,2,2,24
377670,2,50,-2,-2,-2,-2,-2,
377722,2,75,-2,2,2,2,2,16
377759,2,100,-2,-2,-2,-2,-2,15
378105,2,200,0,2,2,2,2,25
378576,2,50,0,2,2,2,2,15
378886,2,0,-2,-2,-2,-2,-2,9
378956,2,50,-2,2,2,2,2,22
379621,2,50,-2,-2,-2,-2,-2,22
379746,2,50,-2,-2,-2,-2,-2,21
379782,2,0,0,2,2,2,2,17
380067,2,0,-2,-2,-2,-2,-2,24
380359,2,0,0,2,2,2,2,14
380368,1,20,0,2,2,2,2,23
380377,1,0,0,2,2,2,2,10
380438,2,0,0,2,2,2,2,17
380456,2,75,-2,-2,-2,-2,-2,15
380465,2,0,0,2,2,2,2,3
381255,2,100,-2,-2,-2,-2,-2,14
381282,2,100,-2,-2,-2,-2,-2,22
381325,2,100,-2,-2,-2,-2,-2,14
381352,2,,0,2,2,2,2,
381361,2,25,-2,-2,-2,-2,-2,4
381370,2,100,-2,-2,-2,-2,-2,17
381404,2,0,-2,-2,-2,-2,-2,26
381459,2,,0,2,2,2,2,
381486,2,55,-2,2,2,2,2,3
381699,2,100,-2,-2,-2,-2,-2,9
381732,2,50,-2,-2,-2,-2,-2,7
382258,2,0,-2,-2,-2,-2,-2,5
382267,2,0,-2,-2,-2,-2,-2,25
382416,2,0,-2,-2,-2,-2,-2,10
382461,2,100,-2,-2,-2,-2,-2,10
382780,2,0,-2,-2,-2,-2,-2,15
382902,2,100,-2,-2,-2,-2,-2,
382911,1,0,0,2,2,2,2,7
382957,2,25,0,2,2,2,2,20
383020,2,65,0,2,2,2,2,8
383084,2,0,0,2,2,2,2,27
383163,2,100,-2,-2,-2,-2,-2,20
383190,1,25,0,2,2,2,2,14
383279,2,0,-2,-2,-2,-2,-2,15
383297,2,100,-2,-2,-2,-2,-2,11
383312,2,50,-2,-2,-2,-2,-2,9
383330,2,75,-2,2,2,2,2,5
383367,2,40,-2,-2,-2,-2,-2,5
383464,2,100,-2,-2,-2,-2,-2,20
383525,2,20,-2,-2,-2,-2,-2,10
383765,2,100,-2,-2,-2,-2,-2,17
383792,2,0,-2,-2,-2,-2,-2,24
383950,2,35,0,2,2,2,2,
383996,2,0,0,2,2,2,2,15
384236,2,0,-2,-2,-2,-2,-2,25
384245,2,0,-2,-2,-2,-2,-2,25
384254,1,50,0,2,2,2,2,10
384306,2,,0,2,2,2,2,
384333,2,0,0,2,2,2,2,24
384342,2,0,0,2,2,2,2,18
384412,2,100,0,2,2,2,2,10
384421,1,0,0,2,2,2,2,16
385132,2,150,-2,-2,-2,-2,-2,10
385415,2,,0,2,2,2,2,
385503,2,25,0,2,2,2,2,16
385549,2,0,-2,-2,-2,-2,-2,6
385619,2,50,0,2,2,2,2,18
386153,2,125,0,2,2,2,2,26
386472,2,0,0,2,2,2,2,15
387925,2,0,-2,-2,-2,-2,-2,19
388520,2,40,0,2,2,2,2,13
388663,2,0,-2,2,2,2,2,16
389860,2,75,-2,-2,-2,-2,-2,5
390905,2,0,-2,-2,-2,-2,-2,10
391005,2,0,-2,-2,-2,-2,-2,20
391546,2,100,-2,-2,-2,-2,-2,10
391759,2,0,-2,-2,-2,-2,-2,11
392257,2,50,0,2,2,2,2,14
392354,2,75,-2,2,2,2,2,1
392415,2,0,0,2,2,2,2,33
392840,1,50,0,2,2,2,2,10
393524,2,75,-2,-2,-2,-2,-2,20
393649,2,0,-2,-2,-2,-2,-2,30
393861,2,75,-2,-2,-2,-2,-2,25
395362,2,0,0,2,2,2,2,13
395690,2,75,-2,-2,-2,-2,-2,23
397942,2,0,-2,-2,-2,-2,-2,25
399212,2,0,0,2,2,2,2,37
399869,2,0,0,2,2,2,2,26
399911,1,45,0,2,2,2,1,7
400080,2,0,-2,-2,-2,-2,-2,25
400187,2,100,-2,-2,-2,-2,-2,30
400558,2,150,0,2,2,2,2,22
401223,2,100,0,2,2,2,2,7
401250,2,,0,2,2,2,2,
401481,2,100,-2,-2,-2,-2,-2,10
401764,2,20,-2,-2,-2,-2,-2,11
402563,2,0,-2,-2,-2,-2,-2,12
402776,2,25,0,2,2,2,2,4
402800,2,100,-2,-2,-2,-2,-2,14
403469,2,0,0,2,2,2,2,22
403478,2,0,0,2,2,2,2,20
403487,2,0,0,2,2,2,2,24
404037,2,200,-2,-2,-2,-2,-2,15
404055,2,0,0,2,2,2,2,20
404222,1,,0,2,2,2,2,
404338,2,20,0,2,2,2,2,9
404426,2,0,0,2,2,2,2,24
