UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75
156365,1,2,1,2,2,2,2,1,3,4148,1745,2401,2906,1199,1706,664,302,362,639,297,342,25,5,20,,,,,,,,,,,,,,
156408,2,2,1,1,1,3,1,1,3,2211,1096,1115,1690,787,903,355,183,172,355,183,172,,,,74,26,281,79,570,650,560,730,26,32,26,34,25,30
156541,1,5,1,2,5,3,1,1,3,2510,1156,1354,2009,923,1086,764,392,372,764,392,372,,,,132,17,665,87,460,580,470,560,18,24,17,24,17,23
156620,1,2,1,1,3,3,1,1,3,8975,3454,5521,8421,3206,5215,2349,986,1363,2297,963,1334,52,23,29,197,8,2234,95,490,590,500,580,20,26,20,27,18,25
156745,1,3,1,2,3,3,1,1,3,2791,1000,1791,1768,618,1150,316,141,175,316,141,175,0,0,0,40,13,294,93,530,640,512,640,21,27,21,27,18,26
157030,1,2,1,2,1,3,1,1,3,85,33,52,41,18,23,14,6,8,13,5,8,1,1,0,2,14,11,79,440,600,499,501,18,23,19,25,16,20
157058,1,5,1,2,5,5,1,1,3,2186,782,1378,1763,599,1143,525,218,307,421,181,240,104,37,67,148,29,334,65,450,530,440,530,18,22,16,22,16,21
157076,1,5,1,3,3,3,1,1,3,1693,900,793,1057,522,535,245,124,121,244,124,120,1,0,1,46,19,216,89,500,610,500,588,20,26,19,27,18,25
157085,1,2,1,1,5,1,1,1,3,18759,7648,11111,17981,7285,10696,5348,2279,3069,5293,2240,3053,55,39,16,1220,23,4708,88,540,650,530,670,22,29,22,32,22,28
157100,1,2,1,3,1,3,1,1,3,1083,722,361,437,296,141,215,147,68,215,147,68,,,,37,17,204,95,410,500,412,510,17,21,15,21,16,21
157289,1,2,1,1,3,2,1,1,3,14760,6360,8400,10226,4428,5798,2803,1338,1465,2540,1205,1335,263,133,130,525,19,2801,100,540,640,530,650,22,29,22,31,21,28
157377,1,5,1,2,5,5,1,1,3,1162,396,766,693,244,449,219,92,127,218,92,126,1,0,1,39,18,188,87,490,580,470,550,19,23,18,23,17,23
157386,1,3,1,2,3,3,1,1,3,8032,2735,5166,6233,2098,4135,1315,502,813,1307,500,807,8,2,6,67,5,1274,97,480,603,468,620,20,26,20,26,18,25
157401,1,2,1,1,3,3,1,1,3,8327,2942,5385,6861,2415,4446,1421,521,900,1413,516,897,8,5,3,239,17,1312,92,530,630,505,620,21,28,21,30,20,27
157447,1,2,1,1,3,3,1,2,1,6080,2282,3798,5483,2085,3398,1950,834,1116,1909,818,1091,41,16,25,195,10,1819,93,510,600,510,640,20,26,20,27,19,26
157748,1,3,1,3,1,3,1,1,3,300,151,149,204,104,100,144,76,68,130,67,63,14,9,5,47,57,109,76,528,650,500,600,19,26,20,27,16,24
157757,1,3,3,2,3,3,5,1,3,851,268,582,675,209,466,139,65,74,135,63,72,4,2,2,13,9,125,90,430,580,500,570,17,22,16,22,16,21
157809,1,3,1,1,3,3,1,1,3,2410,1158,1251,2183,1030,1152,378,215,163,367,211,156,11,4,7,36,10,343,91,500,580,510,560,19,25,18,25,18,25
157818,1,2,1,2,1,3,5,1,3,1782,665,1117,1598,586,1012,270,110,160,270,110,160,0,0,0,28,10,217,80,550,680,530,670,23,30,23,31,21,28
157863,1,5,1,2,2,3,1,1,3,1357,720,637,742,382,360,169,98,71,168,98,70,1,0,1,0,0,151,89,,,,,17,22,16,22,16,22
157951,1,3,1,1,3,3,1,3,3,8245,2990,5255,8019,2878,5141,2714,1020,1694,2680,1002,1678,34,18,16,306,11,2573,95,500,620,490,600,19,27,18,26,20,28
158477,1,2,1,2,2,3,1,1,3,920,347,573,550,215,335,172,70,102,172,70,102,0,0,0,39,23,150,87,530,630,530,620,22,28,22,30,19,26
158802,1,2,1,2,2,2,1,1,3,9203,2362,6841,3572,842,2730,313,74,239,313,74,239,0,0,0,104,33,245,78,500,580,480,540,19,23,18,24,16,22
159009,1,1,1,1,3,3,5,1,3,3109,1044,2065,3023,1008,2015,874,333,541,855,324,531,19,9,10,241,28,689,79,460,540,450,520,16,20,16,19,15,21
159382,1,2,1,1,3,3,1,2,3,2683,805,1878,1510,431,1079,472,186,286,419,165,254,53,21,32,38,8,434,92,470,520,470,530,17,22,17,24,16,22
159391,1,5,1,2,1,3,1,1,3,24501,10530,13971,18272,7843,10429,6132,2846,3286,6126,2842,3284,6,4,2,838,14,5272,86,550,650,530,660,23,29,23,32,22,27
159416,1,3,1,1,3,3,1,1,3,819,287,532,687,247,440,338,145,193,331,143,188,7,2,5,12,4,326,96,493,583,513,590,20,24,21,26,18,23
159568,1,3,1,2,3,3,1,1,3,1018,595,423,706,399,307,257,149,108,250,143,107,7,6,1,14,5,227,94,460,540,450,520,18,23,18,24,17,23
159647,1,2,1,1,3,3,1,2,3,7552,3598,3954,4840,2361,2479,2050,1128,922,2044,1124,920,6,4,2,69,3,1967,96,520,610,545,650,22,28,22,29,20,26
159656,1,2,1,2,1,1,1,1,3,5857,1824,4033,4394,1328,3066,830,266,564,822,265,557,8,1,7,346,42,531,65,540,650,510,610,22,28,22,31,19,26
159717,1,3,1,1,3,3,1,1,3,2352,965,1387,1899,802,1097,1215,512,703,1202,507,695,13,5,8,130,11,1121,92,510,610,500,630,20,24,20,25,18,24
159939,1,3,1,3,3,2,1,1,3,5882,2135,3747,3267,1303,1964,935,467,468,926,461,465,9,6,3,90,10,872,93,515,630,500,610,20,25,20,27,18,24
159966,1,1,1,1,3,3,1,1,3,2815,1853,962,2477,1647,830,1242,420,822,1236,417,819,6,3,3,31,3,1199,97,480,572,520,600,20,25,18,24,20,26
159993,1,1,1,1,3,3,1,1,3,3953,1580,2373,3164,1243,1921,1112,378,734,1091,375,716,21,3,18,0,0,1059,95,,,,,19,24,20,26,18,24
160038,1,3,1,1,3,3,1,1,3,4035,1287,2745,3308,1060,2248,1515,469,1046,1439,453,986,76,16,60,77,5,1409,93,500,610,510,600,19,24,19,25,17,23
160065,1,3,1,3,3,3,5,1,3,1581,376,1205,513,105,408,62,10,52,61,9,52,1,1,0,,,,,,,,,,,,,,
160074,1,3,1,2,3,3,1,2,3,217,30,187,123,12,111,76,8,68,69,6,63,7,2,5,1,1,73,96,,,,,20,24,19,25,18,23
160612,1,3,1,1,3,3,1,1,3,4384,1711,2673,3955,1527,2428,2727,1056,1671,2005,812,1193,722,244,478,0,0,2727,100,,,,,19,24,19,22,17,20
160621,1,1,1,1,3,3,1,1,3,10563,3253,7310,3687,1156,2531,1338,479,859,1305,465,840,33,14,19,167,12,1166,88,460,540,440,540,17,20,16,21,16,19
160630,1,2,1,1,3,3,1,1,3,1016,330,686,613,186,427,222,83,139,210,79,131,12,4,8,0,0,222,100,,,,,15,18,15,19,15,17
160658,1,3,1,1,3,3,1,1,3,9138,3543,5595,6206,2470,3736,2536,1105,1431,2528,1101,1427,8,4,4,114,4,2498,99,510,618,510,650,21,26,21,28,19,25
160755,1,2,1,2,1,2,1,1,3,42185,15648,26537,5431,1999,3432,1821,721,1100,1821,721,1100,,,,480,26,1320,72,660,750,700,770,31,33,32,35,27,32
160904,1,2,1,2,1,3,1,1,3,9291,2241,7050,5573,1216,4357,832,159,673,828,157,671,4,2,2,377,45,581,70,510,580,480,580,20,26,20,27,18,25
160959,2,2,1,2,1,3,3,2,3,451,148,303,325,93,232,105,31,74,105,31,74,0,0,0,,,,,,,,,,,,,,
160977,2,2,1,2,1,3,3,1,3,8222,3660,4562,998,451,547,499,231,268,499,231,268,,,,,,,,,,,,,,,,,
161004,2,2,1,1,1,3,3,1,3,9332,3995,5337,845,413,432,499,248,251,499,248,251,,,,,,,,,,,,,,,,,
161022,2,2,1,2,3,3,1,3,1,23,2,21,12,1,11,12,1,11,10,1,9,2,0,2,12,100,0,0,460,530,440,510,,,,,,
161086,5,5,1,5,1,5,5,5,5,13584,6274,7310,1314,584,730,522,241,281,522,241,281,,,,274,52,200,38,680,740,700,780,31,34,32,35,29,33
161226,2,2,1,1,1,1,3,1,3,1744,559,1185,1586,499,1087,384,111,273,383,111,272,1,0,1,,,,,,,,,,,,,,
161235,1,2,1,2,2,2,5,2,3,742,266,476,737,264,473,132,55,77,126,53,73,6,2,4,100,76,6,5,440,540,440,530,17,19,17,19,16,20
161253,2,2,1,1,1,3,1,1,3,13118,6172,6946,11838,5551,6287,2140,1192,948,2106,1172,934,34,20,14,2002,94,231,11,530,630,520,630,21,27,20,26,20,27
161299,1,5,1,1,1,3,1,1,3,1441,1092,285,653,532,121,262,221,41,262,221,41,,,,242,92,33,14,500,610,510,590,22,26,21,25,18,27
161341,1,2,1,2,1,3,2,1,3,736,253,483,729,249,480,189,83,106,171,75,96,18,8,10,,,,,,,,,,,,,,
161457,1,3,1,3,2,3,5,1,3,5175,1629,3546,4367,1345,3022,712,226,486,710,225,485,2,1,1,598,84,85,12,520,620,520,610,21,27,20,26,19,26
161509,1,5,1,2,1,1,3,1,3,906,191,715,565,119,446,119,32,87,118,32,86,1,0,1,,,,,,,,,,,,,,
161518,1,2,1,2,1,3,5,1,3,1301,452,849,1134,395,739,212,83,129,212,83,129,0,0,0,133,63,11,5,490,573,498,580,19,23,16,24,16,23
161554,3,2,1,2,1,3,1,1,3,4996,1982,3014,4042,1564,2478,893,382,511,870,374,496,23,8,15,859,96,38,4,480,590,470,570,20,25,19,24,18,25
161563,1,5,1,2,1,3,2,1,3,1081,523,558,906,431,475,207,100,107,207,100,107,0,0,0,,,,,,,,,,,,,,
161572,1,2,1,2,5,3,2,1,3,983,387,596,966,379,587,206,96,110,184,92,92,22,4,18,,,,,,,,,,,,,,
161873,1,3,1,2,3,3,1,2,3,255,97,158,199,78,121,46,23,23,40,23,17,6,0,6,39,85,5,11,490,595,480,540,17,23,16,22,16,25
162007,1,3,1,2,3,3,5,5,3,4849,1655,3194,3863,1274,2589,821,342,479,801,334,467,20,8,12,743,90,51,6,440,520,420,510,16,21,15,22,15,19
162061,1,5,1,2,2,3,1,1,3,349,275,74,291,230,61,77,58,19,76,58,18,1,0,1,63,82,20,26,510,610,510,620,19,25,19,25,19,20
162210,1,3,1,3,1,3,1,2,3,2532,926,1606,1488,522,966,128,53,75,128,53,75,0,0,0,63,49,15,12,420,520,400,510,15,25,13,25,15,22
162283,1,3,3,3,3,3,1,3,3,9789,3136,6653,2739,799,1940,442,131,311,428,127,301,14,4,10,388,88,38,9,420,490,400,480,15,21,16,22,15,20
162584,1,3,1,2,2,3,1,1,3,3072,1595,1477,2462,1233,1229,740,392,348,739,391,348,1,1,0,691,93,112,15,470,580,450,560,17,23,15,22,16,22
162654,1,5,1,2,1,5,5,1,3,2610,928,1682,2122,709,1413,342,129,213,338,129,209,4,0,4,243,71,75,22,530,650,500,610,21,30,22,33,18,27
162760,5,5,1,1,1,3,2,1,3,3513,1454,2059,2295,899,1396,320,111,209,320,111,209,0,0,0,,,,,,,,,,,,,,
162928,1,3,1,2,1,3,1,1,3,31139,14413,16726,3477,1603,1874,1475,706,769,1475,706,769,,,,920,62,533,36,710,760,750,800,33,35,34,36,30,35
163046,1,2,1,2,1,3,3,1,3,10077,4112,5965,8082,3216,4866,1081,484,597,1081,484,597,0,0,0,,,,,,,,,,,,,,
163268,1,5,1,1,1,3,1,1,3,11842,5567,6275,7227,3582,3645,1701,981,720,1692,976,716,9,5,4,1570,92,341,20,590,670,590,690,24,29,23,28,23,30
163286,1,2,1,2,2,3,1,1,3,33012,16027,16985,14585,6801,7784,4279,2074,2205,4277,2074,2203,2,0,2,3264,76,1022,24,630,710,650,760,29,34,30,35,27,33
163295,1,2,1,2,1,1,1,1,3,4024,865,3159,2571,553,2018,405,87,318,404,87,317,1,0,1,228,56,88,22,560,680,520,670,24,29,25,32,21,26
163338,1,3,1,2,2,3,1,1,3,3929,1496,2433,2541,902,1639,509,239,270,508,238,270,1,1,0,467,92,26,5,440,520,410,510,16,19,15,18,14,20
163453,1,3,3,2,1,3,1,1,3,8155,2658,5497,5532,1786,3746,1374,518,856,1364,513,851,10,5,5,1152,84,153,11,340,430,230,410,16,20,15,21,16,19
163462,1,3,1,1,1,3,5,1,3,4716,1951,2765,3527,1474,2053,513,264,249,513,264,249,0,0,0,462,90,104,20,500,610,490,590,19,24,17,25,17,25
163532,2,2,2,3,1,1,2,3,3,45,45,0,35,35,,31,31,,31,31,,,,,,,,,,,,,,,,,,
163578,1,5,2,1,1,2,5,1,3,1155,3,1152,713,0,713,87,,87,86,,86,1,,1,52,60,5,6,470,590,440,540,17,25,,,,
163851,1,2,1,2,2,2,2,1,3,8421,3525,4896,6190,2441,3749,1470,657,813,1467,656,811,3,1,2,,,,,,,,,,,,,,
163912,1,2,1,2,1,3,1,1,3,1621,650,971,1366,521,845,320,124,196,320,124,196,0,0,0,279,87,70,22,540,650,520,640,21,29,18,27,21,31
163976,2,3,1,2,1,3,5,1,3,909,405,504,544,236,308,127,65,62,127,65,62,,,,74,58,26,20,620,720,590,710,26,32,27,35,24,30
164076,1,3,1,5,3,3,1,1,3,12678,4845,7833,9674,3545,6129,2795,1059,1736,2789,1056,1733,6,3,3,2552,91,557,20,540,620,520,600,20,25,20,25,18,24
164155,1,1,5,2,1,3,1,1,3,16332,11791,4541,1360,983,377,1181,871,310,1181,871,310,,,,864,74,753,65,620,710,620,750,26,32,26,32,26,35
164173,1,2,1,3,1,3,1,1,3,4413,1893,2520,3565,1485,2080,694,282,412,694,282,412,0,0,0,650,94,144,21,510,600,500,590,18,24,17,24,17,24
164216,1,2,1,1,1,3,2,2,3,2225,806,1419,2055,730,1325,325,124,201,325,124,201,,,,,,,,,,,,,,,,,
164270,1,5,1,1,5,3,3,1,3,3761,1788,1973,3454,1592,1862,575,284,291,575,284,291,0,0,0,,,,,,,,,,,,,,
164368,1,3,2,3,1,3,3,1,3,2196,1113,1053,952,471,462,192,134,57,192,134,57,,,,,,,,,,,,,,,,,
164447,1,3,1,2,2,3,5,1,3,2174,892,1282,1404,543,861,388,167,221,388,167,221,0,0,0,,,,,,,,,,,,,,
164465,2,2,1,2,1,2,1,1,3,10569,4776,5792,1195,553,642,470,230,240,470,230,240,,,,275,59,240,51,650,740,660,780,30,34,31,35,27,34
164492,1,2,1,2,1,2,3,1,3,3056,1414,1614,2263,1035,1228,271,142,129,271,142,129,0,0,0,,,,,,,,,,,,,,
164535,3,3,1,3,1,3,3,3,1,16,4,12,5,1,4,5,1,4,5,1,4,,,,,,,,,,,,,,,,,
164562,1,1,1,3,1,3,3,1,3,4465,2033,2432,3620,1519,2101,563,242,321,563,242,321,,,,,,,,,,,,,,,,,
164580,1,2,1,1,1,5,1,1,3,6362,4215,2147,1680,941,739,600,334,266,600,334,266,,,,446,74,208,35,620,690,650,760,27,32,28,34,27,32
164614,2,3,1,2,1,3,1,2,3,22,12,10,20,11,9,14,9,5,13,9,4,1,0,1,2,14,11,92,480,500,500,505,16,22,14,24,16,19
164632,1,1,1,2,1,3,5,1,3,1123,0,1123,806,,806,129,,129,129,,129,0,,0,76,59,6,5,500,610,460,560,19,25,20,23,16,22
164641,1,5,1,5,5,5,3,1,1,165,55,110,110,39,71,39,18,21,23,13,10,16,5,11,,,,,,,,,,,,,,
164720,1,5,1,5,5,5,5,1,1,2923,1327,1596,2043,843,1200,259,132,127,259,132,127,0,0,0,213,83,15,6,480,590,470,580,16,24,15,27,15,26
164739,2,2,1,1,1,3,1,1,3,9017,5628,3389,4213,2382,1831,944,550,394,943,549,394,1,1,0,807,85,226,24,600,680,630,730,27,31,25,33,26,31
164748,1,2,1,3,1,1,3,1,3,6763,3484,3279,3479,1891,1588,1311,718,593,1253,682,571,58,36,22,,,,,,,,,,,,,,
164924,1,2,1,1,1,2,1,1,2,35552,15183,20369,9679,5294,4385,2297,1078,1219,2297,1078,1219,,,,1532,67,951,41,660,730,680,770,31,34,33,35,28,33
164988,1,1,1,1,1,3,1,1,3,62224,25671,36553,11786,4910,6876,3156,1306,1850,3156,1306,1850,0,0,0,2313,73,1024,32,650,720,690,790,30,34,31,35,27,33
165015,2,2,1,1,1,3,1,1,3,11343,4666,6677,3391,1261,2130,863,340,523,863,340,523,,,,549,64,219,25,660,730,690,790,30,33,32,35,27,33
165024,1,2,1,1,2,3,5,1,3,9800,4085,5715,8591,3467,5124,1611,674,937,1575,656,919,36,18,18,1258,78,54,3,490,580,480,570,20,25,,,,
165060,1,3,1,3,2,3,3,3,1,18,1,17,9,0,9,7,,7,7,,7,,,,,,,,,,,,,,,,,
165264,1,3,1,2,3,5,5,1,3,24,2,22,5,1,4,0,0,0,,,,,,,,,,,,,,,,,,,,
165334,1,3,1,1,1,3,3,1,3,7639,3230,4409,4032,1525,2507,665,255,410,665,255,410,,,,,,,,,,,,,,,,,
165529,1,2,1,1,1,3,1,1,3,6136,2437,3699,5342,2027,3315,576,250,326,575,250,325,1,0,1,300,52,49,9,473,560,470,548,19,23,19,23,17,25
165574,1,3,1,1,5,3,5,1,3,6238,2984,3254,4293,1974,2319,442,215,227,439,215,224,3,0,3,218,49,26,6,460,565,450,540,17,22,,,,
165608,3,3,1,2,1,3,3,3,1,18,0,18,13,,13,13,,13,8,,8,5,,5,,,,,,,,,,,,,,
165644,1,3,1,2,5,3,1,1,3,1110,476,634,655,251,404,131,69,62,131,69,62,,,,116,89,17,13,440,550,440,560,17,23,16,22,16,23
165662,2,2,1,1,1,3,5,1,3,15353,4715,10638,5120,1546,3574,942,325,617,940,324,616,2,1,1,625,66,246,26,610,700,590,710,27,31,28,34,24,28
165671,1,5,1,1,1,3,5,1,3,5832,1574,4258,4557,1099,3458,582,136,446,582,136,446,,,,385,66,43,7,560,640,530,610,21,27,,,,
165699,2,2,1,3,1,2,2,1,3,5031,1800,3231,3487,1274,2213,849,311,538,847,311,536,2,0,2,,,,,,,,,,,,,,
165802,1,3,1,2,3,3,2,1,3,2068,837,1231,1433,582,851,174,85,89,174,85,89,0,0,0,,,,,,,,,,,,,,
165820,1,3,1,1,2,3,5,1,3,2902,1132,1770,2564,951,1613,673,317,356,671,316,355,2,1,1,458,68,24,4,490,580,500,570,19,24,18,22,17,25
165866,1,2,1,1,2,3,5,1,3,5945,2385,3560,4414,1616,2798,776,354,422,772,351,421,4,3,1,640,82,24,3,480,570,480,560,19,25,,,,
165936,1,2,1,1,1,1,1,1,3,2624,924,1700,1943,693,1250,359,148,211,358,147,211,1,1,0,310,87,81,23,540,660,520,650,21,30,21,30,20,28
166018,2,2,1,2,1,2,3,1,3,2485,878,1607,49,21,28,19,10,9,19,10,9,,,,,,,,,,,,,,,,,
166027,2,2,1,3,1,3,1,3,3,43330,21730,21600,2009,1009,1000,1649,833,816,1649,833,816,,,,1172,71,743,45,710,770,750,800,33,35,34,36,31,36
166054,1,5,5,2,1,1,2,1,3,78,45,33,50,30,20,16,12,4,16,12,4,,,,,,,,,,,,,,,,,
166124,2,2,1,2,1,3,5,1,3,7200,3235,3965,2464,1157,1307,829,367,462,829,367,462,,,,366,44,176,21,630,700,630,730,28,32,28,35,26,30
166391,1,3,1,2,1,3,5,1,3,2489,938,1551,2082,757,1325,454,161,293,453,160,293,1,1,0,256,56,25,6,490,580,490,590,20,25,,,,
166452,1,2,1,1,1,1,1,1,3,3049,756,2293,2277,478,1799,320,76,244,318,76,242,2,0,2,229,72,23,7,510,620,490,590,20,26,22,30,17,24
166489,2,3,1,2,1,1,3,1,3,74,31,43,54,23,31,9,4,5,9,4,5,,,,,,,,,,,,,,,,,
166513,1,3,1,1,1,1,1,1,3,12660,6668,5992,9286,5072,4214,2391,1458,933,2351,1438,913,40,20,20,1877,79,209,9,570,650,580,670,24,29,22,29,24,29
166629,1,2,1,1,1,2,1,1,3,42157,20091,22066,26895,12390,14505,5766,2874,2892,5731,2860,2871,35,14,21,5141,89,1052,18,590,680,600,710,26,32,25,33,25,31
166638,1,3,1,1,1,3,5,1,3,13649,5208,8441,10393,3834,6559,2123,879,1244,2081,862,1219,42,17,25,,,,,,,,,,,,,,
166656,1,3,1,1,1,3,1,2,3,4744,1051,3693,4048,849,3199,692,181,511,688,179,509,4,2,2,605,87,78,11,500,610,510,630,20,27,20,27,18,28
166674,1,3,1,1,1,1,3,1,3,3087,873,2214,1785,400,1385,383,91,292,378,90,288,5,1,4,,,,,,,,,,,,,,
166683,2,3,1,2,1,3,1,2,3,21312,14522,6790,1427,703,724,1102,580,522,1102,580,522,,,,845,77,493,45,730,770,780,800,34,36,35,36,34,36
166692,1,2,1,1,1,3,1,1,3,773,690,83,707,625,82,404,362,42,404,362,42,,,,375,93,28,7,510,590,510,590,19,24,,,,
166850,1,2,1,1,1,3,3,1,3,9747,4568,5179,7983,3709,4274,1179,526,653,1178,526,652,1,0,1,,,,,,,,,,,,,,
166939,2,3,1,1,1,3,5,1,3,3908,0,3908,1491,,1491,496,,496,496,,496,,,,,,,,,,,,,,,,,
167057,1,3,1,3,1,1,3,1,3,1129,575,554,417,234,183,121,65,56,117,62,55,4,3,1,,,,,,,,,,,,,,
167224,3,3,1,3,3,2,3,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
167260,1,3,2,2,2,3,2,2,3,2488,1658,830,1984,1326,658,343,237,106,342,236,106,1,1,0,,,,,,,,,,,,,,
167288,1,3,1,1,1,3,1,2,2,1754,676,1078,1432,528,904,285,117,168,285,117,168,0,0,0,253,89,27,10,480,570,480,600,18,26,,,,
167358,1,2,1,2,1,2,1,1,3,62263,28736,33527,11240,5273,5967,2996,1466,1530,2996,1466,1530,,,,1657,55,942,31,680,750,710,790,32,35,33,35,30,35
167394,1,2,1,2,2,3,1,1,3,875,218,657,657,155,502,180,41,139,178,41,137,2,0,2,155,86,14,8,490,570,480,560,18,24,16,24,16,22
167455,1,3,1,2,1,3,3,1,3,537,277,260,244,141,103,65,37,28,65,37,28,,,,,,,,,,,,,,,,,
167598,1,5,1,1,1,3,2,1,3,2256,489,1767,1788,377,1411,218,47,171,218,47,171,,,,,,,,,,,,,,,,,
167729,1,3,1,1,3,2,5,1,3,5825,1793,4032,4985,1455,3530,1011,361,650,997,352,645,14,9,5,543,54,22,2,510,590,500,570,19,23,,,,
167783,1,2,1,1,1,3,1,1,3,2933,0,2933,2145,,2145,433,,433,433,,433,0,,0,381,88,52,12,570,660,540,630,23,29,23,31,21,27
167792,2,2,1,5,1,3,3,1,5,244,89,155,227,77,150,150,55,95,150,55,95,,,,,,,,,,,,,,,,,
167835,2,2,1,1,1,3,3,1,3,5597,0,5597,1817,,1817,633,,633,633,,633,,,,,,,,,,,,,,,,,
167899,1,2,1,1,1,1,1,1,3,3616,1880,1736,2461,1239,1222,599,320,279,599,320,279,,,,530,88,100,17,510,610,510,610,20,27,20,27,19,26
167987,1,5,1,1,2,2,1,1,3,8623,4006,4617,6453,2972,3481,1320,670,650,1308,664,644,12,6,6,1232,93,103,8,490,600,500,590,18,25,18,28,17,25
167996,1,5,1,1,1,3,3,1,3,6961,3149,3812,4712,1889,2823,652,265,387,652,265,387,,,,,,,,,,,,,,,,,
168005,2,2,1,1,1,3,1,1,3,8194,3341,4853,6853,2679,4174,1085,445,640,1071,435,636,14,10,4,905,83,143,13,510,610,510,600,21,26,,,,
168148,1,5,1,1,1,3,1,1,3,22766,9407,13359,3404,1528,1876,1612,740,872,1612,740,872,0,0,0,906,56,706,44,680,750,710,790,32,34,,,,
168218,2,2,1,2,1,5,1,2,3,6395,0,6395,1379,,1379,612,,612,612,,612,,,,442,72,235,38,680,750,680,780,31,34,33,35,28,33
168227,1,3,1,2,1,2,5,3,3,6177,4429,1748,5012,3581,1431,945,727,218,945,727,218,0,0,0,886,94,109,12,520,620,540,650,22,28,23,28,21,28
168254,1,3,1,1,1,3,5,3,3,6862,3749,3113,5845,3143,2702,691,409,282,690,409,281,1,0,1,,,,,,,,,,,,,,
168263,1,3,1,1,3,2,1,2,2,4455,1699,2756,3883,1375,2508,1043,474,569,1039,472,567,4,2,2,940,90,48,5,490,580,490,570,18,24,,,,
168281,5,5,1,1,1,5,5,1,3,3459,1349,2110,2556,945,1611,451,190,261,451,190,261,0,0,0,,,,,,,,,,,,,,
168342,5,5,1,2,1,3,1,3,3,9715,4478,5237,1224,576,648,546,246,300,546,246,300,,,,362,66,259,47,700,760,710,790,32,35,34,36,30,35
168421,5,5,1,1,1,3,3,1,3,10645,7718,2927,5255,3416,1839,1199,719,480,1199,719,480,,,,,,,,,,,,,,,,,
168430,1,3,1,1,2,3,2,1,3,3891,1268,2623,3142,1005,2137,886,302,584,878,299,579,8,3,5,,,,,,,,,,,,,,
168528,1,5,1,3,3,3,1,5,3,5219,3113,2106,2919,1642,1277,555,303,252,547,297,250,8,6,2,424,78,116,21,480,580,480,520,19,24,16,24,17,25
168546,1,3,1,2,2,3,1,2,3,4043,1830,2213,2780,1197,1583,415,213,202,415,213,202,,,,315,76,102,25,500,610,490,590,21,27,20,27,19,26
168591,1,3,2,3,5,3,1,1,3,3036,1302,1734,1894,764,1130,387,170,217,387,170,217,,,,355,92,90,23,520,620,510,610,20,25,19,24,18,25
168740,1,2,1,1,1,2,1,1,3,1438,654,784,964,417,547,283,134,149,279,131,148,4,3,1,162,57,188,66,550,680,510,680,21,29,21,31,19,27
168786,1,2,1,1,5,3,1,1,3,1883,743,1140,1305,483,822,262,116,146,257,113,144,5,3,2,226,86,62,24,510,610,490,600,20,26,20,27,19,27
168847,1,2,1,1,3,3,2,1,3,2351,695,1656,1720,491,1229,690,204,486,471,136,335,219,68,151,,,,,,,,,,,,,,
169080,1,2,1,1,5,3,1,1,3,3416,1523,1893,2627,1168,1459,790,375,415,778,363,415,12,12,0,586,75,402,52,570,670,570,690,24,30,23,33,23,28
169248,1,1,1,1,2,3,1,1,3,16411,6323,10088,11408,4269,7139,2473,946,1527,2450,936,1514,23,10,13,2193,89,565,23,500,610,490,590,20,26,19,25,18,26
169327,1,2,2,2,3,3,5,1,3,210,146,64,150,104,46,92,62,30,87,61,26,5,1,4,92,100,2,3,470,590,480,580,18,19,17,21,17,18
169363,1,2,1,2,2,3,1,1,3,2334,1477,857,1145,665,480,228,127,101,223,123,100,5,4,1,0,0,228,100,,,,,18,23,17,23,17,23
169442,1,3,1,2,2,1,3,1,3,2122,732,1390,929,274,655,293,93,200,287,89,198,6,4,2,,,,,,,,,,,,,,
169479,1,3,1,2,3,1,2,1,3,2568,1207,1361,2104,1006,1098,631,335,296,533,296,237,98,39,59,,,,,,,,,,,,,,
169655,5,3,1,5,1,1,2,2,1,552,523,29,460,436,24,355,335,20,355,335,20,,,,,,,,,,,,,,,,,
169716,1,2,1,2,2,3,1,3,3,4358,1458,2900,3377,1159,2218,530,185,345,514,177,337,16,8,8,378,71,127,24,530,620,530,630,21,28,21,29,20,27
169798,1,3,1,2,3,3,1,1,3,14323,4826,9497,10607,3740,6867,2152,830,1322,2123,820,1303,29,10,19,1829,85,440,20,490,600,480,590,19,25,18,25,17,25
169910,1,2,1,2,3,2,1,2,3,9175,3717,5458,7949,3195,4754,1892,900,992,1868,887,981,24,13,11,1771,94,314,17,470,590,460,580,18,25,17,26,17,24
169983,1,2,1,2,2,3,1,1,3,2262,1591,671,1651,1194,457,346,265,81,346,265,81,0,0,0,308,89,110,32,580,660,610,700,24,30,23,31,26,29
170000,5,5,1,3,5,3,2,1,3,701,278,423,701,278,423,126,62,64,109,54,55,17,8,9,,,,,,,,,,,,,,
